Date,OPEN,HIGH,LOW,CLOSE,VOLUME
2023-10-02 10:28:00,171.64,171.65,171.58,171.65,137
2023-10-02 10:29:00,171.59,171.59,171.51,171.52,2509
2023-10-02 10:30:00,171.53,171.55,171.21,171.37,1256
2023-10-02 10:31:00,171.32,171.35,171.24,171.35,216
2023-10-02 10:32:00,171.39,171.39,171.35,171.35,21
2023-10-02 10:33:00,171.39,171.4,171.27,171.35,460
2023-10-02 10:34:00,171.33,171.33,171.33,171.33,4
2023-10-02 10:35:00,171.39,171.39,171.39,171.39,5
2023-10-02 10:36:00,171.41,171.45,171.31,171.31,542
2023-10-02 10:37:00,171.42,171.45,171.42,171.43,329
2023-10-02 10:38:00,171.37,171.43,171.35,171.35,91
2023-10-02 10:39:00,171.35,171.35,171.35,171.35,13
2023-10-02 10:40:00,171.37,171.46,171.37,171.46,4
2023-10-02 10:41:00,171.38,171.38,171.38,171.38,4
2023-10-02 10:42:00,171.39,171.39,171.39,171.39,3
2023-10-02 10:43:00,171.41,171.41,171.32,171.35,478
2023-10-02 10:44:00,171.38,171.41,171.38,171.4,115
2023-10-02 10:45:00,171.38,171.38,171.33,171.33,109
2023-10-02 10:46:00,171.41,171.42,171.41,171.42,5
2023-10-02 10:47:00,171.42,171.42,171.42,171.42,1
2023-10-02 10:48:00,171.42,171.46,171.32,171.46,708
2023-10-02 10:49:00,171.45,171.45,171.4,171.4,811
2023-10-02 10:50:00,171.36,171.36,171.27,171.34,694
2023-10-02 10:51:00,171.35,171.35,171.05,171.05,3439
2023-10-02 10:52:00,171.11,171.23,171.04,171.2,3657
2023-10-02 10:53:00,171.2,171.21,171.19,171.21,201
2023-10-02 10:54:00,171.3,171.3,171.23,171.23,12
2023-10-02 10:55:00,171.23,171.33,171.21,171.3,59
2023-10-02 10:56:00,171.3,171.33,171.3,171.31,39
2023-10-02 10:57:00,171.26,171.32,171.26,171.3,74
2023-10-02 10:58:00,171.33,171.35,171.25,171.33,3377
2023-10-02 10:59:00,171.31,171.31,171.06,171.21,2515
2023-10-02 11:00:00,171.14,171.3,171.14,171.3,352
2023-10-02 11:01:00,171.32,171.38,171.23,171.34,6565
2023-10-02 11:02:00,171.36,171.38,171.27,171.35,1079
2023-10-02 11:03:00,171.31,171.4,171.3,171.4,225
2023-10-02 11:04:00,171.33,171.35,171.25,171.35,1079
2023-10-02 11:05:00,171.34,171.36,171.2,171.25,2921
2023-10-02 11:06:00,171.25,171.35,171.25,171.35,583
2023-10-02 11:07:00,171.32,171.32,171.22,171.3,2071
2023-10-02 11:08:00,171.27,171.32,171.25,171.3,845
2023-10-02 11:09:00,171.29,171.31,171.29,171.31,351
2023-10-02 11:10:00,171.32,171.36,171.32,171.33,1004
2023-10-02 11:11:00,171.37,171.37,171.35,171.35,460
2023-10-02 11:12:00,171.36,171.42,171.36,171.39,3703
2023-10-02 11:13:00,171.35,171.37,171.32,171.37,223
2023-10-02 11:14:00,171.36,171.4,171.33,171.4,440
2023-10-02 11:15:00,171.43,171.45,171.4,171.4,101
2023-10-02 11:16:00,171.44,171.52,171.44,171.52,358
2023-10-02 11:17:00,171.48,171.59,171.48,171.59,1831
2023-10-02 11:18:00,171.55,171.55,171.51,171.52,75
2023-10-02 11:19:00,171.52,171.52,171.52,171.52,1
2023-10-02 11:20:00,171.55,171.58,171.55,171.58,1746
2023-10-02 11:21:00,171.59,171.7,171.58,171.7,3957
2023-10-02 11:22:00,171.7,171.72,171.69,171.7,1807
2023-10-02 11:23:00,171.69,171.71,171.69,171.7,401
2023-10-02 11:24:00,171.7,171.75,171.7,171.75,932
2023-10-02 11:25:00,171.77,171.87,171.77,171.81,968
2023-10-02 11:26:00,171.85,171.94,171.85,171.93,2853
2023-10-02 11:27:00,171.91,171.98,171.88,171.9,2560
2023-10-02 11:28:00,171.91,171.94,171.91,171.91,17
2023-10-02 11:29:00,171.94,171.97,171.94,171.95,1518
2023-10-02 11:30:00,171.93,171.94,171.93,171.94,763
2023-10-02 11:31:00,171.94,171.94,171.87,171.87,4577
2023-10-02 11:32:00,171.93,171.94,171.9,171.9,227
2023-10-02 11:33:00,171.93,171.93,171.78,171.89,1614
2023-10-02 11:34:00,171.82,171.86,171.76,171.76,1604
2023-10-02 11:35:00,171.77,171.77,171.6,171.69,3328
2023-10-02 11:36:00,171.71,171.81,171.71,171.73,1587
2023-10-02 11:37:00,171.75,171.82,171.75,171.82,1236
2023-10-02 11:38:00,171.8,171.85,171.8,171.85,11
2023-10-02 11:39:00,171.81,171.87,171.81,171.87,19
2023-10-02 11:40:00,171.81,171.81,171.81,171.81,2
2023-10-02 11:41:00,171.83,171.83,171.75,171.75,1582
2023-10-02 11:42:00,171.75,171.75,171.65,171.69,2207
2023-10-02 11:43:00,171.68,171.69,171.54,171.67,3341
2023-10-02 11:44:00,171.64,171.64,171.62,171.62,51
2023-10-02 11:45:00,171.59,171.59,171.45,171.47,2337
2023-10-02 11:46:00,171.47,171.49,171.4,171.41,1162
2023-10-02 11:47:00,171.42,171.52,171.32,171.43,1943
2023-10-02 11:48:00,171.45,171.49,171.28,171.31,4078
2023-10-02 11:49:00,171.31,171.52,171.3,171.44,4877
2023-10-02 11:50:00,171.47,171.47,171.42,171.42,457
2023-10-02 11:51:00,171.41,171.56,171.41,171.49,1755
2023-10-02 11:52:00,171.54,171.54,171.47,171.54,927
2023-10-02 11:53:00,171.54,171.54,171.47,171.5,120
2023-10-02 11:54:00,171.48,171.5,171.47,171.48,1051
2023-10-02 11:55:00,171.47,171.5,171.44,171.44,403
2023-10-02 11:56:00,171.45,171.5,171.43,171.5,524
2023-10-02 11:57:00,171.49,171.55,171.49,171.54,1202
2023-10-02 11:58:00,171.55,171.55,171.5,171.54,26
2023-10-02 11:59:00,171.54,171.58,171.5,171.56,2424
2023-10-02 12:00:00,171.5,171.54,171.5,171.54,29
2023-10-02 12:01:00,171.38,172.77,171.2,171.645,39640
2023-10-02 12:02:00,172.7915,173.22,171.045,172.54,6950
2023-10-02 12:03:00,172.21,173.0,171.39,172.6,4500
2023-10-02 12:04:00,172.35,173.0,171.3,171.43,5259
2023-10-02 12:05:00,171.355,171.43,171.28,171.4,1390
2023-10-02 12:06:00,171.43,171.43,171.335,171.335,301
2023-10-02 12:07:00,171.36,171.433,171.3,171.31,1100
2023-10-02 12:08:00,171.44,171.45,171.31,171.37,147
2023-10-02 12:09:00,171.39,171.48,171.3,171.35,297
2023-10-02 12:10:00,171.4,171.4495,171.35,171.37,1442
2023-10-02 12:11:00,171.41,171.5,171.37,171.41,16132
2023-10-02 12:12:00,171.41,171.52,171.41,171.52,3154
2023-10-02 12:13:00,171.46,171.54,171.38,171.46,6489
2023-10-02 12:14:00,171.46,171.585,171.45,171.455,6998
2023-10-02 12:15:00,171.455,171.57,171.38,171.46,3234
2023-10-02 12:16:00,171.515,171.52,171.4,171.5,344
2023-10-02 12:17:00,171.5,171.51,171.38,171.46,156
2023-10-02 12:18:00,171.445,171.45,171.38,171.4,1595
2023-10-02 12:19:00,171.475,171.48,171.26,171.38,1995
2023-10-02 12:20:00,171.39,171.46,171.35,171.38,1349
2023-10-02 12:21:00,171.37,171.49,171.26,171.35,1979
2023-10-02 12:22:00,171.35,171.35,171.06,171.15,16440
2023-10-02 12:23:00,171.16,171.18,171.06,171.1,2185
2023-10-02 12:24:00,171.1,171.15,171.06,171.07,3037
2023-10-02 12:25:00,171.19,171.19,171.06,171.16,12190
2023-10-02 12:26:00,171.156,171.245,171.08,171.21,2231
2023-10-02 12:27:00,171.15,171.39,171.15,171.285,273
2023-10-02 12:28:00,171.25,171.4,171.2333,171.3,232
2023-10-02 12:29:00,171.25,171.4,171.25,171.3,611
2023-10-02 12:30:00,171.35,171.42,171.31,171.315,2712
2023-10-02 12:31:00,171.315,171.395,171.25,171.34,2581
2023-10-02 12:32:00,171.27,171.42,171.27,171.35,957
2023-10-02 12:33:00,171.4,171.4,171.3,171.3,599
2023-10-02 12:34:00,171.38,171.4,171.3,171.355,399
2023-10-02 12:35:00,171.4,171.4,171.31,171.315,2435
2023-10-02 12:36:00,171.35,171.4,171.31,171.4,1550
2023-10-02 12:37:00,171.38,171.42,171.355,171.42,2004
2023-10-02 12:38:00,171.44,171.48,171.345,171.36,762
2023-10-02 12:39:00,171.38,171.39,171.31,171.39,317
2023-10-02 12:40:00,171.38,171.51,171.31,171.48,1967
2023-10-02 12:41:00,171.4,171.51,171.4,171.445,255
2023-10-02 12:42:00,171.445,171.51,171.38,171.51,547
2023-10-02 12:43:00,171.51,171.51,171.42,171.47,429
2023-10-02 12:44:00,171.51,171.51,171.44,171.5,176
2023-10-02 12:45:00,171.5,171.59,171.49,171.54,1897
2023-10-02 12:46:00,171.54,171.55,171.45,171.5,383
2023-10-02 12:47:00,171.5,171.55,171.4,171.4,281
2023-10-02 12:48:00,171.485,171.55,171.32,171.44,9533
2023-10-02 12:49:00,171.43,171.43,171.32,171.37,2221
2023-10-02 12:50:00,171.37,171.41,171.33,171.38,34
2023-10-02 12:51:00,171.38,171.41,171.35,171.38,633
2023-10-02 12:52:00,171.38,171.43,171.38,171.415,2611
2023-10-02 12:53:00,171.45,171.45,171.35,171.445,98
2023-10-02 12:54:00,171.4,171.43,171.29,171.29,4569
2023-10-02 12:55:00,171.28,171.425,171.21,171.425,1350
2023-10-02 12:56:00,171.32,171.4,171.21,171.325,313
2023-10-02 12:57:00,171.325,171.44,171.25,171.255,143
2023-10-02 12:58:00,171.33,171.37,171.256,171.31,2275
2023-10-02 12:59:00,171.33,171.4,171.25,171.345,2612
2023-10-02 13:00:00,171.29,171.4,171.26,171.26,713
2023-10-02 13:01:00,171.325,171.4,171.2107,171.28,4400
2023-10-02 13:02:00,171.25,171.39,171.21,171.28,704
2023-10-02 13:03:00,171.34,171.46,171.25,171.289,4170
2023-10-02 13:04:00,171.33,171.38,171.26,171.26,3064
2023-10-02 13:05:00,171.23,171.3,171.09,171.12,13713
2023-10-02 13:06:00,171.15,171.17,171.07,171.1,10880
2023-10-02 13:07:00,171.065,171.14,171.04,171.05,1324
2023-10-02 13:08:00,171.09,171.14,171.0,171.05,3799
2023-10-02 13:09:00,171.11,171.17,171.056,171.08,1818
2023-10-02 13:10:00,171.09,171.16,171.05,171.1,1655
2023-10-02 13:11:00,171.1,171.15,171.05,171.08,5031
2023-10-02 13:12:00,171.1,172.81,171.06,171.16,2025
2023-10-02 13:13:00,171.14,171.33,171.11,171.3,1355
2023-10-02 13:14:00,171.3,171.3,171.18,171.18,1618
2023-10-02 13:15:00,171.25,171.3,171.18,171.3,1591
2023-10-02 13:16:00,171.265,171.33,171.23,171.3,2050
2023-10-02 13:17:00,171.26,171.33,171.21,171.33,1139
2023-10-02 13:18:00,171.33,171.33,171.24,171.33,1159
2023-10-02 13:19:00,171.285,171.33,171.24,171.29,1085
2023-10-02 13:20:00,171.3,171.33,171.18,171.33,5850
2023-10-02 13:21:00,171.33,171.33,171.11,171.24,9992
2023-10-02 13:22:00,171.24,171.44,171.2,171.435,3800
2023-10-02 13:23:00,171.43,171.5,171.37,171.47,2473
2023-10-02 13:24:00,171.43,171.5,171.4,171.495,1206
2023-10-02 13:25:00,171.43,171.5,171.43,171.47,8577
2023-10-02 13:26:00,171.4,171.5,171.1,171.32,9302
2023-10-02 13:27:00,171.32,171.46,171.14,171.28,2037
2023-10-02 13:28:00,171.32,171.36,171.02,171.15,12499
2023-10-02 13:29:00,171.1,171.29,171.02,171.165,28077
2023-10-02 13:30:00,171.18,171.335,171.105,171.3,10241
2023-10-02 13:31:00,171.28,171.5,170.93,171.11,819013
2023-10-02 13:32:00,171.1109,172.38,171.1,172.315,467167
2023-10-02 13:33:00,172.315,172.6492,171.16,172.625,345738
2023-10-02 13:34:00,172.63,172.97,171.16,172.784,384736
2023-10-02 13:35:00,172.78,173.07,171.16,173.0,345929
2023-10-02 13:36:00,173.02,173.18,171.16,173.1,392557
2023-10-02 13:37:00,173.05,173.1188,171.16,173.0958,263435
2023-10-02 13:38:00,173.095,173.11,171.16,172.835,248370
2023-10-02 13:39:00,172.835,173.16,172.82,173.0601,208512
2023-10-02 13:40:00,173.0691,173.2,173.01,173.045,188219
2023-10-02 13:41:00,173.05,173.1,172.8743,172.98,232033
2023-10-02 13:42:00,172.9819,173.04,172.83,172.98,113227
2023-10-02 13:43:00,172.9814,173.12,172.92,172.9901,124007
2023-10-02 13:44:00,172.9971,173.05,172.93,173.0192,106500
2023-10-02 13:45:00,173.015,173.21,172.92,173.1875,281615
2023-10-02 13:46:00,173.185,173.21,173.0476,173.17,213165
2023-10-02 13:47:00,173.17,173.25,173.0,173.01,232238
2023-10-02 13:48:00,173.01,173.1462,172.87,172.8732,151103
2023-10-02 13:49:00,172.8868,173.09,172.87,173.04,103319
2023-10-02 13:50:00,173.0328,173.1,172.91,173.025,93197
2023-10-02 13:51:00,173.03,173.14,172.92,173.04,129975
2023-10-02 13:52:00,173.04,173.1088,172.96,172.9892,118963
2023-10-02 13:53:00,172.98,173.0,172.8216,172.9,158558
2023-10-02 13:54:00,172.895,173.0,172.81,172.8419,130704
2023-10-02 13:55:00,172.841,172.98,172.8088,172.88,135988
2023-10-02 13:56:00,172.86,173.0,172.85,172.93,196109
2023-10-02 13:57:00,172.94,172.97,172.85,172.93,75300
2023-10-02 13:58:00,172.9293,173.07,172.895,173.039,172018
2023-10-02 13:59:00,173.035,173.1,172.89,172.919,137196
2023-10-02 14:00:00,172.91,173.02,172.85,172.94,121840
2023-10-02 14:01:00,172.94,173.57,172.79,173.51,536476
2023-10-02 14:02:00,173.52,173.71,173.32,173.54,377703
2023-10-02 14:03:00,173.53,173.71,173.3211,173.655,199834
2023-10-02 14:04:00,173.67,173.98,173.6337,173.9701,268696
2023-10-02 14:05:00,173.975,174.04,173.5263,173.93,252821
2023-10-02 14:06:00,173.92,174.03,173.689,173.92,181414
2023-10-02 14:07:00,173.905,173.99,173.69,173.7,177923
2023-10-02 14:08:00,173.68,173.8605,173.59,173.69,164904
2023-10-02 14:09:00,173.69,173.838,173.65,173.66,115501
2023-10-02 14:10:00,173.65,173.827,171.0701,173.7143,102272
2023-10-02 14:11:00,173.72,173.79,173.44,173.46,121361
2023-10-02 14:12:00,173.46,173.68,173.45,173.66,116464
2023-10-02 14:13:00,173.65,173.76,173.6,173.62,159305
2023-10-02 14:14:00,173.628,173.7,173.52,173.57,106248
2023-10-02 14:15:00,173.57,173.6179,173.28,173.3296,138905
2023-10-02 14:16:00,173.32,173.61,173.32,173.58,159161
2023-10-02 14:17:00,173.59,173.61,173.36,173.474,131110
2023-10-02 14:18:00,173.48,173.5544,173.36,173.39,125593
2023-10-02 14:19:00,173.39,173.9,173.38,173.8488,267415
2023-10-02 14:20:00,173.84,173.86,173.5561,173.61,155861
2023-10-02 14:21:00,173.6,173.7259,173.5701,173.695,71008
2023-10-02 14:22:00,173.661,173.73,173.541,173.59,110420
2023-10-02 14:23:00,173.578,173.622,173.33,173.4001,134808
2023-10-02 14:24:00,173.4,173.65,173.3588,173.64,92052
2023-10-02 14:25:00,173.65,173.82,173.4836,173.82,140992
2023-10-02 14:26:00,173.82,173.88,173.737,173.855,106204
2023-10-02 14:27:00,173.8521,174.01,173.6962,173.79,207919
2023-10-02 14:28:00,173.78,173.8786,173.61,173.611,119949
2023-10-02 14:29:00,173.615,173.84,173.5,173.7048,141021
2023-10-02 14:30:00,173.71,173.7697,173.25,173.35,157029
2023-10-02 14:31:00,173.36,173.6393,173.03,173.055,200260
2023-10-02 14:32:00,173.06,173.15,172.97,173.1099,198657
2023-10-02 14:33:00,173.105,173.585,173.0631,173.38,232717
2023-10-02 14:34:00,173.3699,173.5,173.36,173.4869,125193
2023-10-02 14:35:00,173.48,173.57,173.2925,173.47,126258
2023-10-02 14:36:00,173.485,173.61,173.3088,173.495,85331
2023-10-02 14:37:00,173.5,173.7,173.49,173.696,75863
2023-10-02 14:38:00,173.69,173.75,173.5062,173.544,88267
2023-10-02 14:39:00,173.5521,173.6221,173.31,173.33,112699
2023-10-02 14:40:00,173.3499,173.55,173.3,173.535,94786
2023-10-02 14:41:00,173.54,173.78,173.4334,173.72,105634
2023-10-02 14:42:00,173.73,173.74,173.512,173.69,90615
2023-10-02 14:43:00,173.68,173.69,173.33,173.37,140079
2023-10-02 14:44:00,173.36,173.4058,173.18,173.31,145081
2023-10-02 14:45:00,173.2827,173.44,173.2659,173.3309,101743
2023-10-02 14:46:00,173.34,173.52,173.325,173.37,88033
2023-10-02 14:47:00,173.37,173.4116,173.15,173.23,126589
2023-10-02 14:48:00,173.2286,173.37,173.18,173.36,102680
2023-10-02 14:49:00,173.36,173.52,173.3105,173.37,123126
2023-10-02 14:50:00,173.378,173.43,173.3,173.4,107102
2023-10-02 14:51:00,173.3808,173.51,173.3406,173.4181,90963
2023-10-02 14:52:00,173.41,173.56,173.3591,173.51,82114
2023-10-02 14:53:00,173.51,173.65,173.44,173.61,77382
2023-10-02 14:54:00,173.61,173.64,173.305,173.3099,112006
2023-10-02 14:55:00,173.31,173.4703,173.1831,173.23,97079
2023-10-02 14:56:00,173.24,173.439,173.13,173.2,133422
2023-10-02 14:57:00,173.19,173.3625,173.1301,173.15,105570
2023-10-02 14:58:00,173.145,173.1649,172.87,172.89,202612
2023-10-02 14:59:00,172.8959,173.079,172.84,172.97,119052
2023-10-02 15:00:00,172.97,173.05,172.89,173.01,82880
2023-10-02 15:01:00,173.01,173.13,172.955,172.9616,98880
2023-10-02 15:02:00,172.98,173.17,172.98,173.135,88478
2023-10-02 15:03:00,173.14,173.38,173.11,173.32,121931
2023-10-02 15:04:00,173.33,173.46,173.1335,173.44,104365
2023-10-02 15:05:00,173.4376,173.55,173.197,173.44,169484
2023-10-02 15:06:00,173.43,173.53,173.3108,173.53,111219
2023-10-02 15:07:00,173.5299,173.6,173.4589,173.5148,100194
2023-10-02 15:08:00,173.53,173.65,173.4571,173.4571,123172
2023-10-02 15:09:00,173.46,173.5156,173.26,173.5053,126473
2023-10-02 15:10:00,173.5,173.56,173.3855,173.4599,74263
2023-10-02 15:11:00,173.4661,173.54,173.35,173.3593,61769
2023-10-02 15:12:00,173.35,173.52,173.32,173.46,95819
2023-10-02 15:13:00,173.45,173.54,173.41,173.5,66326
2023-10-02 15:14:00,173.5,173.67,173.4539,173.65,97971
2023-10-02 15:15:00,173.65,173.74,173.523,173.7,103348
2023-10-02 15:16:00,173.7,173.9,173.5851,173.89,162587
2023-10-02 15:17:00,173.885,173.92,173.7991,173.8489,92152
2023-10-02 15:18:00,173.85,173.85,173.62,173.68,145328
2023-10-02 15:19:00,173.67,173.87,173.61,173.85,136292
2023-10-02 15:20:00,173.85,173.92,173.78,173.84,91198
