Instrument,Date,P/E (Daily Time Series Ratio)
GOOG.O,2023-01-03T00:00:00Z,18.038221924
GOOG.O,2023-01-04T00:00:00Z,17.827722027
GOOG.O,2023-01-05T00:00:00Z,17.447202983
GOOG.O,2023-01-06T00:00:00Z,17.677943254
GOOG.O,2023-01-09T00:00:00Z,17.815577802
GOOG.O,2023-01-10T00:00:00Z,17.896539301
GOOG.O,2023-01-11T00:00:00Z,18.523990916
GOOG.O,2023-01-12T00:00:00Z,18.445053455
GOOG.O,2023-01-13T00:00:00Z,18.645433164
GOOG.O,2023-01-17T00:00:00Z,18.477438054
GOOG.O,2023-01-18T00:00:00Z,18.443029417
GOOG.O,2023-01-19T00:00:00Z,18.833668649
GOOG.O,2023-01-20T00:00:00Z,19.839615271
GOOG.O,2023-01-23T00:00:00Z,20.197869903
GOOG.O,2023-01-24T00:00:00Z,19.774846072
GOOG.O,2023-01-25T00:00:00Z,19.27288478
GOOG.O,2023-01-26T00:00:00Z,19.738413398
GOOG.O,2023-01-27T00:00:00Z,20.112860329
GOOG.O,2023-01-30T00:00:00Z,19.621019224
GOOG.O,2023-01-31T00:00:00Z,20.005586343
GOOG.O,2023-02-01T00:00:00Z,20.327408301
GOOG.O,2023-02-02T00:00:00Z,21.806979691
GOOG.O,2023-02-03T00:00:00Z,21.2078646
GOOG.O,2023-02-06T00:00:00Z,22.5956196557736
GOOG.O,2023-02-07T00:00:00Z,23.6364674416664
GOOG.O,2023-02-08T00:00:00Z,21.8204735198661
GOOG.O,2023-02-09T00:00:00Z,20.8630692273572
GOOG.O,2023-02-10T00:00:00Z,20.7664504455443
GOOG.O,2023-02-13T00:00:00Z,20.7752339711637
GOOG.O,2023-02-14T00:00:00Z,20.7906051409975
GOOG.O,2023-02-15T00:00:00Z,21.2868743384907
GOOG.O,2023-02-16T00:00:00Z,20.972863297599
GOOG.O,2023-02-17T00:00:00Z,20.7181410546379
GOOG.O,2023-02-21T00:00:00Z,20.1559954149996
GOOG.O,2023-02-22T00:00:00Z,20.1252530753319
GOOG.O,2023-02-23T00:00:00Z,19.9583660885643
GOOG.O,2023-02-24T00:00:00Z,19.571890961313
GOOG.O,2023-02-27T00:00:00Z,19.7343861852709
GOOG.O,2023-02-28T00:00:00Z,19.7761079319628
GOOG.O,2023-03-01T00:00:00Z,19.8419843741079
GOOG.O,2023-03-02T00:00:00Z,20.2021089245012
GOOG.O,2023-03-03T00:00:00Z,20.5644293562993
GOOG.O,2023-03-06T00:00:00Z,20.8894198042152
GOOG.O,2023-03-07T00:00:00Z,20.6105428658009
GOOG.O,2023-03-08T00:00:00Z,20.6961822405896
GOOG.O,2023-03-09T00:00:00Z,20.272377129456
GOOG.O,2023-03-10T00:00:00Z,19.9012731720385
GOOG.O,2023-03-13T00:00:00Z,20.0066754794707
GOOG.O,2023-03-14T00:00:00Z,20.6346975612541
GOOG.O,2023-03-15T00:00:00Z,21.1046161818892
GOOG.O,2023-03-16T00:00:00Z,22.0290822533257
GOOG.O,2023-03-17T00:00:00Z,22.3145468359545
GOOG.O,2023-03-20T00:00:00Z,22.226711579761
GOOG.O,2023-03-21T00:00:00Z,23.0391876995507
GOOG.O,2023-03-22T00:00:00Z,22.698826081801
GOOG.O,2023-03-23T00:00:00Z,23.1885076350796
GOOG.O,2023-03-24T00:00:00Z,23.1533735326022
GOOG.O,2023-03-27T00:00:00Z,22.4990008739608
GOOG.O,2023-03-28T00:00:00Z,22.1849898330691
GOOG.O,2023-03-29T00:00:00Z,22.2640415636432
GOOG.O,2023-03-30T00:00:00Z,22.1542474934014
GOOG.O,2023-03-31T00:00:00Z,22.7778778123751
GOOG.O,2023-04-03T00:00:00Z,22.9162183408798
GOOG.O,2023-04-04T00:00:00Z,22.995270071454
GOOG.O,2023-04-05T00:00:00Z,22.9403730363331
GOOG.O,2023-04-06T00:00:00Z,23.8077461912437
GOOG.O,2023-04-10T00:00:00Z,23.372961673086
